player_name,kickoff_time,GW,season,LR,CBoost,SVR,KNN,MLP,Meta,position,team,value,total_points
Pierre-Emile Højbjerg,2021-03-21,29,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Spurs,49,3
Raphael Dias Belloli,2021-03-19,29,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Leeds,56,8
Robert Sánchez,2021-03-20,29,2020,4.0,4.0,4.0,4.0,4.0,4.0,GK,Brighton,45,6
Robin Koch,2021-03-19,29,2020,1.0,1.0,2.0,2.0,1.0,2.0,DEF,Leeds,43,1
Ross Barkley,2021-03-21,29,2020,1.0,2.0,3.0,2.0,2.0,1.0,MID,Aston Villa,59,1
Ruben Loftus-Cheek,2021-03-19,29,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Fulham,59,0
Ryan Fraser,2021-03-20,29,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Newcastle,56,2
Ryan Fredericks,2021-03-21,29,2020,1.0,1.0,2.0,2.0,1.0,1.0,DEF,West Ham,42,1
Saïd Benrahma,2021-03-21,29,2020,4.0,3.0,4.0,4.0,3.0,3.0,MID,West Ham,60,2
Sean Longstaff,2021-03-20,29,2020,1.0,1.0,2.0,1.0,1.0,1.0,MID,Newcastle,46,1
Sergio Reguilón,2021-03-21,29,2020,3.0,3.0,4.0,4.0,3.0,4.0,DEF,Spurs,55,1
Steven Bergwijn,2021-03-21,29,2020,2.0,1.0,2.0,1.0,2.0,2.0,MID,Spurs,70,1
Stuart Dallas,2021-03-19,29,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Leeds,51,2
Tanguy Ndombele,2021-03-21,29,2020,3.0,3.0,4.0,3.0,4.0,4.0,MID,Spurs,59,3
Thomas Partey,2021-03-21,29,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Arsenal,49,2
Tomas Soucek,2021-03-21,29,2020,3.0,4.0,4.0,4.0,4.0,3.0,MID,West Ham,53,5
Tosin Adarabioyo,2021-03-19,29,2020,3.0,4.0,4.0,4.0,4.0,4.0,DEF,Fulham,45,1
Tyler Roberts,2021-03-19,29,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Leeds,46,2
Tyrone Mings,2021-03-21,29,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Aston Villa,54,1
Vladimir Coufal,2021-03-21,29,2020,3.0,3.0,4.0,4.0,3.0,3.0,DEF,West Ham,46,0
Yves Bissouma,2021-03-20,29,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,44,3
Aaron Cresswell,2021-04-05,30,2020,4.0,3.0,2.0,4.0,4.0,3.0,DEF,West Ham,59,1
Aaron Ramsdale,2021-04-03,30,2020,4.0,3.0,4.0,4.0,4.0,3.0,GK,Sheffield Utd,46,4
Aaron Wan-Bissaka,2021-04-04,30,2020,4.0,4.0,4.0,5.0,4.0,4.0,DEF,Man Utd,57,2
Adam Lallana,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,62,2
Adama Traoré,2021-04-05,30,2020,4.0,3.0,4.0,3.0,3.0,3.0,MID,Wolves,60,6
Ademola Lookman,2021-04-04,30,2020,4.0,3.0,4.0,4.0,3.0,4.0,MID,Fulham,51,1
Ainsley Maitland-Niles,2021-04-03,30,2020,2.0,3.0,2.0,3.0,2.0,3.0,DEF,West Brom,46,1
Aleksandar Mitrović,2021-04-04,30,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,Fulham,55,8
Alexandre Lacazette,2021-04-03,30,2020,4.0,4.0,4.0,4.0,5.0,4.0,FWD,Arsenal,82,2
Alexis Mac Allister,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Brighton,53,1
Alireza Jahanbakhsh,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Brighton,54,1
Alisson Ramses Becker,2021-04-03,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Liverpool,59,6
Allan Saint-Maximin,2021-04-04,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,MID,Newcastle,51,1
Alphonse Areola,2021-04-04,30,2020,3.0,3.0,4.0,4.0,4.0,3.0,GK,Fulham,46,1
Andi Zeqiri,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,FWD,Brighton,50,1
Andreas Christensen,2021-04-03,30,2020,2.0,2.0,3.0,3.0,2.0,3.0,DEF,Chelsea,47,-1
Andrew Robertson,2021-04-03,30,2020,4.0,4.0,3.0,4.0,3.0,4.0,DEF,Liverpool,71,7
André Filipe Tavares Gomes,2021-04-05,30,2020,3.0,3.0,4.0,3.0,3.0,3.0,MID,Everton,53,1
Anwar El Ghazi,2021-04-04,30,2020,4.0,3.0,4.0,3.0,4.0,4.0,MID,Aston Villa,53,2
Arthur Masuaku,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Ham,43,5
Ashley Westwood,2021-04-04,30,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Burnley,53,2
Aymeric Laporte,2021-04-03,30,2020,3.0,3.0,4.0,4.0,3.0,3.0,DEF,Man City,60,7
Ayoze Pérez,2021-04-03,30,2020,3.0,3.0,3.0,3.0,2.0,3.0,MID,Leicester,60,2
Ben Godfrey,2021-04-05,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,DEF,Everton,50,1
Ben Johnson,2021-04-05,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,DEF,West Ham,39,1
Ben Mee,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,49,1
Ben Osborn,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,47,10
Ben White,2021-04-04,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,45,0
Benjamin Mendy,2021-04-03,30,2020,3.0,3.0,4.0,3.0,3.0,3.0,DEF,Man City,59,15
Bernd Leno,2021-04-03,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Arsenal,50,2
Bertrand Traoré,2021-04-04,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Aston Villa,59,5
Bobby Decordova-Reid,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Fulham,53,1
Branislav Ivanovic,2021-04-03,30,2020,0.0,2.0,1.0,1.0,0.0,1.0,DEF,West Brom,44,1
Bruno Miguel Borges Fernandes,2021-04-04,30,2020,7.0,5.0,5.0,6.0,7.0,5.0,MID,Man Utd,115,5
Callum Robinson,2021-04-03,30,2020,0.0,2.0,2.0,1.0,1.0,2.0,FWD,West Brom,52,11
Calum Chambers,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,45,1
Carlos Vinicius Alves Morais,2021-04-04,30,2020,4.0,3.0,4.0,2.0,4.0,3.0,FWD,Spurs,69,1
Charlie Taylor,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Burnley,44,0
Che Adams,2021-04-04,30,2020,2.0,2.0,3.0,3.0,2.0,2.0,FWD,Southampton,58,1
Cheikhou Kouyaté,2021-04-05,30,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Crystal Palace,48,2
Chris Wood,2021-04-04,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,FWD,Burnley,62,10
Christian Benteke,2021-04-05,30,2020,3.0,3.0,3.0,3.0,4.0,3.0,FWD,Crystal Palace,55,2
Christian Pulisic,2021-04-03,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,MID,Chelsea,82,6
Conor Coady,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,48,1
Conor Townsend,2021-04-03,30,2020,2.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,44,1
Craig Dawson,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,4.0,DEF,West Ham,45,0
Cédric Soares,2021-04-03,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,DEF,Arsenal,46,0
César Azpilicueta,2021-04-03,30,2020,5.0,4.0,5.0,5.0,4.0,4.0,DEF,Chelsea,59,0
Daniel Amartey,2021-04-03,30,2020,2.0,3.0,2.0,3.0,2.0,3.0,DEF,Leicester,39,0
Daniel Castelo Podence,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Wolves,53,1
Daniel Ceballos Fernández,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Arsenal,47,1
Daniel James,2021-04-04,30,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Man Utd,62,1
Danny Ings,2021-04-04,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,FWD,Southampton,84,11
Danny Welbeck,2021-04-04,30,2020,3.0,3.0,4.0,3.0,3.0,3.0,FWD,Brighton,55,9
Dara O'Shea,2021-04-03,30,2020,2.0,3.0,2.0,2.0,2.0,2.0,DEF,West Brom,42,1
Darnell Furlong,2021-04-03,30,2020,2.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,45,4
David Martin,2021-04-05,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,GK,West Ham,39,0
David McGoldrick,2021-04-03,30,2020,3.0,3.0,4.0,3.0,4.0,3.0,FWD,Sheffield Utd,52,1
Davinson Sánchez,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,52,1
Dean Henderson,2021-04-04,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Man Utd,52,2
Diego Llorente,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,44,2
Diogo Jota,2021-04-03,30,2020,2.0,2.0,2.0,3.0,2.0,2.0,MID,Liverpool,67,12
Dominic Calvert-Lewin,2021-04-05,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,FWD,Everton,76,2
Donny van de Beek,2021-04-04,30,2020,2.0,2.0,3.0,1.0,1.0,2.0,MID,Man Utd,66,1
Douglas Luiz Soares de Paulo,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Aston Villa,48,1
Dwight Gayle,2021-04-04,30,2020,3.0,3.0,3.0,2.0,3.0,3.0,FWD,Newcastle,59,2
Dwight McNeil,2021-04-04,30,2020,4.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,57,2
Eberechi Eze,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,58,2
Ederson Santana de Moraes,2021-04-03,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Man City,61,5
Edinson Cavani,2021-04-04,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,FWD,Man Utd,78,1
Edouard Mendy,2021-04-03,30,2020,5.0,4.0,5.0,4.0,5.0,4.0,GK,Chelsea,52,0
Emil Krafth,2021-04-04,30,2020,2.0,3.0,3.0,3.0,2.0,3.0,DEF,Newcastle,42,1
Emiliano Martínez,2021-04-04,30,2020,5.0,4.0,4.0,4.0,6.0,4.0,GK,Aston Villa,54,4
Enda Stevens,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,50,1
Erik Lamela,2021-04-04,30,2020,1.0,2.0,2.0,1.0,2.0,2.0,MID,Spurs,57,1
Erik Pieters,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,43,4
Ethan Ampadu,2021-04-03,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Sheffield Utd,43,1
Ezgjan Alioski,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,43,2
Ezri Konsa Ngoyo,2021-04-04,30,2020,4.0,4.0,4.0,3.0,4.0,4.0,DEF,Aston Villa,47,2
Fabio Henrique Tavares,2021-04-03,30,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Liverpool,54,6
Fabio Silva,2021-04-05,30,2020,1.0,2.0,3.0,2.0,1.0,2.0,FWD,Wolves,52,6
Fernando Luiz Rosa,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Man City,54,5
Ferran Torres,2021-04-03,30,2020,2.0,2.0,2.0,2.0,1.0,2.0,MID,Man City,69,1
Fikayo Tomori,2021-04-03,30,2020,4.0,3.0,3.0,3.0,4.0,3.0,DEF,Chelsea,47,0
Fraser Forster,2021-04-04,30,2020,3.0,3.0,4.0,3.0,4.0,3.0,GK,Southampton,40,2
Frederico Rodrigues de Paula Santos,2021-04-04,30,2020,4.0,3.0,3.0,3.0,2.0,3.0,MID,Man Utd,53,2
Gabriel Fernando de Jesus,2021-04-03,30,2020,5.0,4.0,4.0,5.0,4.0,4.0,FWD,Man City,92,8
Gabriel Magalhães,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Arsenal,49,0
Gabriel Teodoro Martinelli Silva,2021-04-03,30,2020,1.0,2.0,2.0,2.0,1.0,1.0,MID,Arsenal,49,1
Gareth Bale,2021-04-04,30,2020,3.0,2.0,3.0,3.0,3.0,3.0,MID,Spurs,95,1
Gary Cahill,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Crystal Palace,45,2
George Baldock,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Sheffield Utd,49,1
Georginio Wijnaldum,2021-04-03,30,2020,1.0,2.0,2.0,2.0,0.0,2.0,MID,Liverpool,53,1
Giovani Lo Celso,2021-04-04,30,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Spurs,69,1
Gylfi Sigurdsson,2021-04-05,30,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Everton,68,1
Hakim Ziyech,2021-04-03,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,MID,Chelsea,79,1
Harrison Reed,2021-04-04,30,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,Fulham,44,2
Harry Kane,2021-04-04,30,2020,7.0,4.0,4.0,5.0,7.0,5.0,FWD,Spurs,116,13
Harry Maguire,2021-04-04,30,2020,4.0,3.0,4.0,4.0,3.0,4.0,DEF,Man Utd,55,2
Heung-Min Son,2021-04-04,30,2020,4.0,3.0,3.0,5.0,3.0,3.0,MID,Spurs,94,1
Hugo Lloris,2021-04-04,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,GK,Spurs,56,2
Ibrahima Diallo,2021-04-04,30,2020,3.0,3.0,3.0,2.0,3.0,3.0,MID,Southampton,45,2
Illan Meslier,2021-04-03,30,2020,4.0,3.0,3.0,4.0,4.0,4.0,GK,Leeds,47,2
Islam Slimani,2021-04-03,30,2020,0.0,2.0,1.0,1.0,0.0,1.0,FWD,Leicester,49,0
Issa Diop,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,West Ham,43,0
Ivan Ricardo Neves Abreu Cavaleiro,2021-04-04,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,MID,Fulham,53,1
Jack Harrison,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Leeds,54,13
Jacob Murphy,2021-04-04,30,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Newcastle,49,2
Jacob Ramsey,2021-04-04,30,2020,2.0,2.0,2.0,1.0,1.0,2.0,MID,Aston Villa,45,1
Jairo Riedewald,2021-04-05,30,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,Crystal Palace,44,2
Jake Livermore,2021-04-03,30,2020,0.0,2.0,1.0,1.0,-0.0,2.0,MID,West Brom,47,1
Jakub Moder,2021-04-04,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Brighton,50,2
Jamaal Lascelles,2021-04-04,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Newcastle,42,1
James Maddison,2021-04-03,30,2020,2.0,2.0,3.0,3.0,2.0,2.0,MID,Leicester,71,1
James Milner,2021-04-03,30,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Liverpool,53,3
James Rodríguez,2021-04-05,30,2020,4.0,4.0,4.0,5.0,4.0,4.0,MID,Everton,77,11
James Tarkowski,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,53,1
James Ward-Prowse,2021-04-04,30,2020,4.0,3.0,3.0,3.0,4.0,3.0,MID,Southampton,59,2
Jamie Vardy,2021-04-03,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,FWD,Leicester,101,2
Jan Bednarek,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Southampton,48,1
Jannik Vestergaard,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Southampton,47,1
Japhet Tanganga,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,49,0
Jarrod Bowen,2021-04-05,30,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,West Ham,59,6
Javier Manquillo,2021-04-04,30,2020,1.0,2.0,2.0,2.0,1.0,1.0,DEF,Newcastle,42,1
Jay Rodriguez,2021-04-04,30,2020,2.0,2.0,2.0,2.0,1.0,2.0,FWD,Burnley,58,1
Jayden Bogle,2021-04-03,30,2020,3.0,3.0,3.0,3.0,4.0,3.0,DEF,Sheffield Utd,43,1
Jean-Philippe Gbamin,2021-04-05,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,MID,Everton,50,1
Jean-Philippe Mateta,2021-04-05,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,FWD,Crystal Palace,55,1
Jeffrey Schlupp,2021-04-05,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,MID,Crystal Palace,53,4
Jesse Lingard,2021-04-05,30,2020,4.0,4.0,4.0,5.0,5.0,4.0,MID,West Ham,62,12
Joachim Andersen,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Fulham,45,0
Joe Rodon,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Spurs,50,2
Joel Ward,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Crystal Palace,43,2
Joelinton Cássio Apolinário de Lira,2021-04-04,30,2020,3.0,3.0,4.0,2.0,3.0,3.0,FWD,Newcastle,57,6
Johann Berg Gudmundsson,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,54,2
John Egan,2021-04-03,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,DEF,Sheffield Utd,47,1
John Fleck,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,56,2
John Lundstram,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,49,1
John McGinn,2021-04-04,30,2020,4.0,3.0,4.0,3.0,3.0,3.0,MID,Aston Villa,55,2
Jonjo Shelvey,2021-04-04,30,2020,2.0,3.0,3.0,2.0,2.0,3.0,MID,Newcastle,53,1
Jonny Evans,2021-04-03,30,2020,3.0,3.0,2.0,3.0,2.0,3.0,DEF,Leicester,55,1
Jordan Ayew,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Crystal Palace,56,2
Jorge Luiz Frello Filho,2021-04-03,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Chelsea,47,2
Joseph Willock,2021-04-04,30,2020,1.0,2.0,2.0,2.0,1.0,1.0,MID,Newcastle,47,6
Josh Brownhill,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Burnley,49,2
Josh Maja,2021-04-04,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,FWD,Fulham,55,1
Josh Onomah,2021-04-04,30,2020,1.0,2.0,1.0,1.0,1.0,1.0,MID,Fulham,46,1
Joël Veltman,2021-04-04,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Brighton,44,1
Kai Havertz,2021-04-03,30,2020,3.0,2.0,2.0,2.0,3.0,2.0,MID,Chelsea,82,1
Kalvin Phillips,2021-04-03,30,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Leeds,49,2
Kasper Schmeichel,2021-04-03,30,2020,3.0,3.0,3.0,4.0,3.0,3.0,GK,Leicester,54,1
Keinan Davis,2021-04-04,30,2020,2.0,2.0,3.0,1.0,2.0,2.0,FWD,Aston Villa,42,4
Kelechi Iheanacho,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,4.0,FWD,Leicester,57,2
Kenny Tete,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Fulham,43,1
Kevin De Bruyne,2021-04-03,30,2020,6.0,4.0,5.0,6.0,6.0,5.0,MID,Man City,119,3
Ki-Jana Hoever,2021-04-05,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,DEF,Wolves,44,1
Kieran Tierney,2021-04-03,30,2020,3.0,3.0,4.0,4.0,3.0,3.0,DEF,Arsenal,53,1
Kurt Zouma,2021-04-03,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Chelsea,53,0
Kyle Bartley,2021-04-03,30,2020,2.0,3.0,2.0,2.0,2.0,3.0,DEF,West Brom,44,1
Kyle Walker,2021-04-03,30,2020,4.0,3.0,4.0,4.0,3.0,3.0,DEF,Man City,61,6
Kyle Walker-Peters,2021-04-04,30,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Southampton,47,1
Leander Dendoncker,2021-04-05,30,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Wolves,46,9
Leandro Trossard,2021-04-04,30,2020,3.0,3.0,4.0,4.0,3.0,4.0,MID,Brighton,58,2
Lewis Dunk,2021-04-04,30,2020,3.0,3.0,3.0,4.0,3.0,3.0,DEF,Brighton,50,1
Lewis Richardson,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,1.0,FWD,Burnley,45,1
Liam Cooper,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,43,2
Lucas Digne,2021-04-05,30,2020,4.0,4.0,4.0,4.0,3.0,4.0,DEF,Everton,62,1
Lucas Rodrigues Moura da Silva,2021-04-04,30,2020,4.0,3.0,3.0,3.0,4.0,4.0,MID,Spurs,66,2
Luka Milivojevic,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Crystal Palace,56,2
Lukasz Fabianski,2021-04-05,30,2020,4.0,3.0,4.0,4.0,4.0,3.0,GK,West Ham,50,2
Luke Ayling,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Leeds,44,2
Luke Shaw,2021-04-04,30,2020,4.0,4.0,4.0,5.0,4.0,4.0,DEF,Man Utd,53,2
Mahmoud Ahmed Ibrahim Hassan,2021-04-04,30,2020,2.0,2.0,3.0,2.0,2.0,2.0,MID,Aston Villa,52,14
Marc Albrighton,2021-04-03,30,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Leicester,52,2
Marcos Alonso,2021-04-03,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,DEF,Chelsea,57,3
Marcus Rashford,2021-04-04,30,2020,6.0,4.0,4.0,5.0,5.0,4.0,MID,Man Utd,95,8
Mario Lemina,2021-04-04,30,2020,2.0,3.0,2.0,2.0,2.0,3.0,MID,Fulham,45,2
Mark Noble,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Ham,45,2
Martin Dubravka,2021-04-04,30,2020,3.0,3.0,3.0,3.0,4.0,3.0,GK,Newcastle,48,1
Martin Ødegaard,2021-04-03,30,2020,3.0,3.0,4.0,3.0,4.0,3.0,MID,Arsenal,60,2
Mason Greenwood,2021-04-04,30,2020,4.0,4.0,4.0,3.0,4.0,4.0,MID,Man Utd,70,6
Mason Holgate,2021-04-05,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Everton,48,2
Mason Mount,2021-04-03,30,2020,4.0,2.0,3.0,3.0,3.0,3.0,MID,Chelsea,71,6
Matej Vydra,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,FWD,Burnley,48,6
Mateo Kovacic,2021-04-03,30,2020,4.0,3.0,4.0,3.0,4.0,4.0,MID,Chelsea,53,1
Mateusz Klich,2021-04-03,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,MID,Leeds,52,1
Matheus Pereira,2021-04-03,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,West Brom,53,21
Matt Phillips,2021-04-03,30,2020,2.0,3.0,3.0,3.0,2.0,3.0,MID,West Brom,51,2
Matt Ritchie,2021-04-04,30,2020,3.0,3.0,3.0,2.0,2.0,3.0,MID,Newcastle,49,2
Matt Targett,2021-04-04,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,DEF,Aston Villa,51,2
Matthew Cash,2021-04-04,30,2020,4.0,3.0,4.0,4.0,4.0,4.0,DEF,Aston Villa,50,2
Matthew Lowton,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Burnley,44,1
Mbaye Diagne,2021-04-03,30,2020,3.0,3.0,4.0,3.0,3.0,3.0,FWD,West Brom,60,9
Michael Keane,2021-04-05,30,2020,3.0,3.0,3.0,3.0,4.0,3.0,DEF,Everton,51,2
Michail Antonio,2021-04-05,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,FWD,West Ham,67,1
Michy Batshuayi,2021-04-05,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,FWD,Crystal Palace,57,6
Miguel Almirón,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,MID,Newcastle,56,4
Mohamed Naser El Sayed Elneny,2021-04-03,30,2020,0.0,2.0,2.0,1.0,1.0,1.0,MID,Arsenal,42,1
Mohamed Salah,2021-04-03,30,2020,6.0,4.0,5.0,5.0,6.0,4.0,MID,Liverpool,124,8
Mohammed Salisu,2021-04-04,30,2020,1.0,2.0,2.0,1.0,1.0,2.0,DEF,Southampton,43,1
Morgan Sanson,2021-04-04,30,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Aston Villa,55,2
Moussa Djenepo,2021-04-04,30,2020,1.0,2.0,3.0,1.0,1.0,2.0,MID,Southampton,54,1
Nampalys Mendy,2021-04-03,30,2020,-0.0,2.0,1.0,1.0,-1.0,2.0,MID,Leicester,42,1
Nathan Redmond,2021-04-04,30,2020,4.0,3.0,4.0,3.0,4.0,3.0,MID,Southampton,64,13
Nathaniel Phillips,2021-04-03,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,DEF,Liverpool,40,6
Neal Maupay,2021-04-04,30,2020,3.0,3.0,4.0,4.0,4.0,4.0,FWD,Brighton,61,2
Nick Pope,2021-04-04,30,2020,4.0,4.0,3.0,4.0,4.0,4.0,GK,Burnley,55,2
Nicolas Pépé,2021-04-03,30,2020,4.0,4.0,4.0,4.0,4.0,4.0,MID,Arsenal,76,2
Nélson Cabral Semedo,2021-04-05,30,2020,4.0,3.0,3.0,3.0,3.0,3.0,DEF,Wolves,52,1
Okay Yokuslu,2021-04-03,30,2020,2.0,3.0,2.0,2.0,2.0,2.0,MID,West Brom,45,2
Ola Aina,2021-04-04,30,2020,3.0,3.0,3.0,3.0,3.0,3.0,DEF,Fulham,46,1
Oliver Burke,2021-04-03,30,2020,1.0,2.0,2.0,2.0,1.0,2.0,MID,Sheffield Utd,41,1
Oliver McBurnie,2021-04-03,30,2020,3.0,3.0,3.0,2.0,4.0,3.0,FWD,Sheffield Utd,56,5
Oliver Norwood,2021-04-03,30,2020,2.0,3.0,3.0,3.0,3.0,3.0,MID,Sheffield Utd,45,2
Ollie Watkins,2021-04-04,30,2020,5.0,4.0,4.0,4.0,5.0,4.0,FWD,Aston Villa,66,7
